0.16 ,0.08 ,0.25 ,0.10 ,0.32 ,0.40 ,0.24 ,0.31
0.09 ,0.10 ,0.18 ,0.11 ,0.26 ,0.37 ,0.17 ,0.25
0.18 ,0.07 ,0.30 ,0.12 ,0.33 ,0.42 ,0.38 ,0.40
0.17 ,0.09 ,0.28 ,0.09 ,0.36 ,0.45 ,0.28 ,0.35
