12836,12899
12836,12906
12836,12907
12836,12991
12991,12667
12991,12672
12991,12686
12991,12687
12991,12688
12991,12689
12991,12694
12991,12695
12991,12711
12991,12712
12991,12714
12991,12728
12991,12729
12991,12772
12991,12796
12991,12823
12991,12842
12991,12843
12991,12844
12991,12855
12991,12884
12991,12886
12991,12912
12991,12914
12991,12930
12991,12931
12991,12946
12991,12976
12991,12990
12991,12992
12991,12998
12991,13019
12700,12789
12700,13019
12825,12841
12825,12860
12825,12880
12825,12913
12825,12960
12825,12674
12825,12677
12825,12726
12825,12727
12825,12746
12825,12747
12825,12754
12825,12785
12825,12786
12825,12787
12825,12821
12825,12822
12825,12838
12825,12864
12825,12870
12825,12873
12825,12874
12825,12875
12825,12903
12825,12911
12825,12916
12825,12944
12825,12961
12825,12965
12825,12967
12825,12969
12825,12970
12825,12977
12825,12978
12825,12979
12825,12980
12825,12981
12825,12982
12825,12985
12825,12986
12825,12989
12825,13003
12825,13008
12825,13009
12825,13010
12825,13020
12825,13021
12825,13027
12825,13029
12825,13030
12825,13031
12825,13033
12825,13039
12825,13046
12825,13063
12825,13064
12825,13065
12825,13066
12825,13067
12825,13068
12825,13069
12825,13070
12825,13071
12825,13084
12825,13086
12825,13087
12841,12767
12754,12806
12690,12691
12690,12692
12690,12713
12690,12715
12690,12716
12690,12717
12690,12718
12690,12719
12690,12720
12690,12721
12690,12722
12690,12723
12690,12773
12690,12774
12690,12775
12690,12776
12690,12777
12690,12778
12690,12812
12690,12845
12690,12846
12690,12847
12690,12885
12690,12915
12772,12904
12796,12831
12796,12832
12796,12833
12796,12894
12796,12983
12886,12693
12886,12709
12886,12824
12886,12898
12886,12996
12791,12792
12791,12793
12791,12794
12791,12863
12791,12866
12791,12869
12791,12949
13016,13017
13016,13077
12611,12637
12611,12654
12611,12673
12611,12708
12611,12747
12654,12966
12654,12988
12987,12988
12966,12945
12699,12788
12727,12867
12854,12909
12854,12910
12854,12941
12865,12871
12865,12887
12865,12896
12865,12897
12865,12905
12865,12955
12981,12670
12981,12891
12981,12892
12981,12893
12981,12895
12981,12943
12669,12829
12669,12888
12669,12901
12669,12902
12669,12927
12669,12948
12797,12798
12797,12830
12797,12964
12797,12968
12797,12995
12797,13005
12797,13015
12797,13083
12826,12926
12826,13043
13051,13052
13051,13053
13051,13056
13051,13062
13067,13079
13067,13045
13067,13074
13067,13075
