node_num_list,all_real_labels_list,all_eval_label_list
100,"[112.94682312011719, 114.73189544677734, 109.54383087158203, 108.49723815917969, 109.02921295166016, 110.16141510009766, 108.46526336669922, 110.42762756347656, 106.8809814453125, 106.93878173828125, 105.69144439697266, 107.39810943603516, 107.320068359375, 106.20439147949219, 109.03448486328125, 105.74978637695312, 109.90743255615234, 110.42762756347656, 104.6938247680664, 107.39810943603516, 105.84504699707031, 105.68121337890625, 110.01738739013672, 107.14598846435547, 105.88006591796875, 103.14974975585938, 108.07124328613281, 107.40650939941406, 105.96158599853516, 102.16255187988281, 107.46491241455078, 102.16255187988281, 105.9336166381836, 103.10313415527344, 103.10313415527344, 105.80970001220703, 109.61156463623047, 103.10313415527344, 103.4977035522461, 103.14974975585938, 107.64080810546875, 105.49485778808594, 109.03448486328125, 107.40650939941406, 103.10313415527344, 105.2506103515625, 109.61156463623047, 103.03413391113281, 106.60098266601562, 109.61156463623047, 103.48995971679688, 105.74978637695312, 106.60098266601562, 103.14974975585938, 105.88006591796875, 104.68871307373047, 109.61156463623047, 109.61156463623047, 106.9341812133789, 109.61156463623047, 111.73503112792969, 109.61156463623047]","[250.51498413085938, 223.9940185546875, 217.6595916748047, 210.9633026123047, 218.470458984375, 218.90829467773438, 218.9668426513672, 227.97628784179688, 205.05897521972656, 212.95164489746094, 207.21310424804688, 206.69630432128906, 207.30520629882812, 215.90115356445312, 214.28268432617188, 201.7011260986328, 212.6974334716797, 216.84767150878906, 200.5078582763672, 201.3354034423828, 204.84742736816406, 203.4506072998047, 214.2678680419922, 206.18797302246094, 209.61593627929688, 185.0909881591797, 204.0042266845703, 194.94528198242188, 207.25784301757812, 183.5762481689453, 193.26193237304688, 182.1295166015625, 198.9515380859375, 187.6054229736328, 189.44239807128906, 188.81300354003906, 224.4801788330078, 187.6054229736328, 182.3245391845703, 185.0909881591797, 211.58297729492188, 195.46304321289062, 201.04713439941406, 194.94528198242188, 187.6054229736328, 181.29847717285156, 224.4801788330078, 179.05995178222656, 190.63389587402344, 224.4801788330078, 183.6388397216797, 199.81446838378906, 179.9691619873047, 185.0909881591797, 207.5428009033203, 197.82713317871094, 224.4801788330078, 224.4801788330078, 199.38308715820312, 224.4801788330078, 217.8520050048828, 224.48019409179688]"
101,"[122.74126434326172, 123.96558380126953, 113.29061126708984, 115.86087799072266, 116.92599487304688, 115.60001373291016, 117.88475799560547, 117.09440612792969, 113.51438903808594, 114.30867767333984, 114.17357635498047, 113.33995819091797, 116.25018310546875, 110.81491088867188, 114.28363037109375, 111.61865234375, 109.5843276977539, 111.47904968261719, 110.63772583007812, 114.1881332397461, 111.86744689941406, 109.08075714111328, 107.5640640258789, 108.97307586669922, 115.25811767578125, 106.89520263671875, 114.1881332397461, 113.24810028076172, 108.97307586669922, 113.51940155029297, 112.48506927490234, 109.826416015625, 106.89520263671875, 120.85489654541016, 109.21297454833984, 114.14800262451172, 111.27083587646484, 105.2658920288086, 108.39256286621094, 110.76766204833984, 109.08075714111328, 114.1881332397461, 111.04400634765625, 120.85489654541016, 114.47692108154297, 115.25811767578125, 113.76931762695312, 119.5928726196289, 120.85489654541016, 120.85489654541016, 111.85808563232422, 112.11203002929688, 111.93677520751953, 114.1881332397461, 111.85808563232422, 117.34164428710938, 109.21297454833984, 114.1881332397461, 108.43438720703125, 111.83219146728516, 108.50942993164062, 105.91645050048828, 119.72653198242188, 120.85489654541016, 119.72653198242188]","[233.17523193359375, 225.33639526367188, 218.3306884765625, 216.57455444335938, 217.37860107421875, 216.45199584960938, 216.89337158203125, 215.39898681640625, 211.77755737304688, 209.25839233398438, 209.98854064941406, 212.9069366455078, 206.72222900390625, 201.7531280517578, 210.77908325195312, 203.46084594726562, 207.06927490234375, 202.5792236328125, 197.89894104003906, 197.58241271972656, 208.34085083007812, 187.91098022460938, 201.51986694335938, 184.52146911621094, 204.82533264160156, 191.45118713378906, 199.58627319335938, 201.7850799560547, 185.9665985107422, 205.27098083496094, 199.81759643554688, 197.71893310546875, 191.45118713378906, 206.7364959716797, 187.55081176757812, 209.7938232421875, 186.10191345214844, 188.05255126953125, 194.63522338867188, 196.21231079101562, 187.91098022460938, 197.58241271972656, 194.41310119628906, 206.7364959716797, 197.2597198486328, 204.82533264160156, 186.3485107421875, 217.3404083251953, 206.7364959716797, 206.7364959716797, 188.81600952148438, 182.8910369873047, 188.0195770263672, 197.58241271972656, 188.81600952148438, 198.67779541015625, 187.55081176757812, 197.58241271972656, 186.11666870117188, 190.58531188964844, 179.2397003173828, 179.2342529296875, 229.97195434570312, 206.73651123046875, 229.97195434570312]"
102,"[130.80238342285156, 126.5168685913086, 122.86148071289062, 125.5156021118164, 124.05376434326172, 120.61070251464844, 124.03913116455078, 123.40909576416016, 123.70011138916016, 122.35114288330078, 122.36165618896484, 116.05196380615234, 116.05196380615234, 121.76959228515625, 118.8255615234375, 122.4843521118164, 119.1168441772461, 114.50191497802734, 115.16272735595703, 113.64110565185547, 121.45159149169922, 126.86271667480469, 111.93569946289062, 111.93569946289062, 112.2337417602539, 119.0793228149414, 121.37431335449219, 118.35626983642578, 122.98412322998047, 118.3275375366211, 126.0103530883789, 119.95172119140625, 119.57855987548828, 123.70011138916016, 112.59196472167969, 121.38924407958984, 124.57630157470703, 113.40752410888672, 118.15919494628906, 115.55696105957031, 121.76959228515625, 115.72164916992188, 122.03308868408203, 119.42210388183594, 115.55696105957031, 127.37644958496094, 119.42210388183594, 119.5220718383789, 112.00074768066406, 121.38924407958984, 119.59857940673828, 120.7212142944336, 119.49756622314453, 113.47499084472656, 109.5709228515625, 117.23499298095703, 124.5398941040039, 120.7212142944336, 119.49756622314453, 119.95172119140625, 109.3411636352539, 115.57625579833984, 127.37644958496094, 127.34402465820312, 127.37644958496094, 127.37644958496094]","[253.42056274414062, 222.85702514648438, 222.22218322753906, 220.84471130371094, 212.14016723632812, 222.862548828125, 213.6444549560547, 213.34591674804688, 220.15432739257812, 215.35826110839844, 212.8119659423828, 215.2500457763672, 220.5996856689453, 211.83644104003906, 199.4264373779297, 208.545166015625, 200.61000061035156, 208.51126098632812, 204.5040740966797, 205.51461791992188, 200.87196350097656, 214.51576232910156, 193.317626953125, 190.9197540283203, 198.5705108642578, 186.1107635498047, 205.88929748535156, 198.8614501953125, 204.68467712402344, 199.92144775390625, 218.49658203125, 187.4923858642578, 202.88613891601562, 215.14295959472656, 189.4591064453125, 204.5732879638672, 212.1116943359375, 198.01904296875, 198.5989532470703, 183.90557861328125, 209.40016174316406, 182.7533416748047, 181.6649627685547, 186.12586975097656, 182.46148681640625, 232.6340789794922, 189.78579711914062, 187.16102600097656, 194.58883666992188, 204.5732879638672, 199.52447509765625, 193.08995056152344, 194.52035522460938, 189.0372772216797, 182.7445526123047, 185.42884826660156, 203.5052947998047, 193.08995056152344, 194.52035522460938, 187.4923858642578, 179.4220733642578, 180.33920288085938, 229.33921813964844, 229.33921813964844, 229.33921813964844, 229.33921813964844]"
103,"[130.67921447753906, 127.84003448486328, 121.85289764404297, 125.20401763916016, 122.98101043701172, 123.29777526855469, 124.60199737548828, 124.02706909179688, 123.46037292480469, 120.49372863769531, 123.43883514404297, 122.70681762695312, 121.09302520751953, 121.80903625488281, 121.37662506103516, 118.2895278930664, 120.82466125488281, 120.31365966796875, 119.65081787109375, 121.3570785522461, 124.83576202392578, 118.74835968017578, 118.3209228515625, 117.71974182128906, 119.36888885498047, 121.7975082397461, 115.52759552001953, 119.3163833618164, 116.41226196289062, 120.81371307373047, 116.76036071777344, 126.97979736328125, 118.990966796875, 115.85612487792969, 119.4967269897461, 120.80756378173828, 124.68565368652344, 117.14966583251953, 113.10155487060547, 121.37662506103516, 121.3570785522461, 121.09302520751953, 116.93521881103516, 118.3209228515625, 120.33228302001953, 115.52759552001953, 126.97979736328125, 119.3163833618164, 124.68565368652344, 122.72502136230469, 119.94717407226562, 121.3570785522461, 121.05663299560547, 119.94717407226562, 116.93521881103516, 122.53005981445312, 119.65081787109375, 127.3122329711914, 118.30950164794922, 116.76036071777344, 117.14966583251953, 118.990966796875, 115.52759552001953, 127.3122329711914, 127.3122329711914, 127.3122329711914, 124.90393829345703]","[243.77420043945312, 220.04750061035156, 219.081787109375, 213.1458740234375, 212.57730102539062, 217.20138549804688, 212.307373046875, 216.1481170654297, 218.5775909423828, 214.72952270507812, 212.2397918701172, 208.03575134277344, 211.24998474121094, 206.3759765625, 211.4833526611328, 203.79833984375, 211.575439453125, 205.19235229492188, 202.18821716308594, 202.05421447753906, 211.24990844726562, 212.86920166015625, 192.8844451904297, 192.30978393554688, 202.92262268066406, 202.4735870361328, 186.5989532470703, 187.5795440673828, 198.38534545898438, 209.05300903320312, 189.28433227539062, 215.64913940429688, 193.56993103027344, 194.52395629882812, 202.74046325683594, 199.37168884277344, 204.40452575683594, 185.6095428466797, 181.7602081298828, 204.72451782226562, 194.81967163085938, 207.17550659179688, 188.06507873535156, 188.83824157714844, 203.16383361816406, 184.8954620361328, 213.70095825195312, 186.13734436035156, 201.47203063964844, 202.30953979492188, 190.02664184570312, 194.81967163085938, 189.6182861328125, 190.02664184570312, 186.4148712158203, 187.65025329589844, 196.18199157714844, 226.22483825683594, 187.9477081298828, 185.68226623535156, 179.56411743164062, 183.41392517089844, 184.8954620361328, 226.22483825683594, 226.22483825683594, 226.22483825683594, 213.3352813720703]"
104,"[121.57633972167969, 121.1676025390625, 117.29069519042969, 118.60389709472656, 113.90166473388672, 118.25428009033203, 117.76632690429688, 114.02188110351562, 115.567138671875, 115.22977447509766, 115.34366607666016, 111.60848236083984, 111.43343353271484, 115.83631896972656, 111.43343353271484, 113.91443634033203, 111.29240417480469, 108.98210144042969, 109.41781616210938, 111.24295806884766, 111.96216583251953, 118.2660140991211, 106.51002502441406, 115.34297943115234, 106.86215209960938, 107.18517303466797, 113.44270324707031, 113.55208587646484, 111.60863494873047, 113.77892303466797, 106.11703491210938, 118.24982452392578, 111.96216583251953, 110.16912078857422, 109.1700439453125, 109.43895721435547, 116.46371459960938, 104.68344116210938, 109.43895721435547, 107.79759979248047, 118.24982452392578, 111.2431411743164, 115.81121063232422, 106.48308563232422, 109.1700439453125, 118.2660140991211, 104.88240051269531, 102.281982421875, 111.24295806884766, 112.92414855957031, 108.94956970214844, 109.25679779052734, 115.34297943115234, 104.40007019042969, 104.26626586914062, 111.35148620605469, 114.14817810058594, 104.40007019042969, 115.80908203125, 112.89276123046875, 109.43895721435547, 112.92414855957031, 109.25679779052734, 118.2660140991211, 118.24982452392578, 118.2660140991211, 118.2660140991211]","[243.91909790039062, 220.55685424804688, 223.48324584960938, 216.251220703125, 214.4348602294922, 211.87750244140625, 210.1776580810547, 218.58238220214844, 215.45205688476562, 210.52488708496094, 206.42637634277344, 214.44232177734375, 211.54405212402344, 217.29629516601562, 209.533935546875, 208.58871459960938, 206.16688537597656, 204.04441833496094, 207.78469848632812, 209.86276245117188, 207.0462646484375, 226.41844177246094, 188.92337036132812, 199.02378845214844, 201.4309539794922, 196.71157836914062, 187.85629272460938, 198.55001831054688, 206.870849609375, 202.406005859375, 203.62954711914062, 210.39181518554688, 203.068603515625, 197.27716064453125, 184.2145538330078, 190.58413696289062, 202.5714111328125, 198.52276611328125, 183.90733337402344, 182.26564025878906, 208.20948791503906, 183.46290588378906, 205.75926208496094, 200.3474884033203, 184.2145538330078, 226.41844177246094, 181.06344604492188, 182.00291442871094, 207.62387084960938, 197.090576171875, 196.0349884033203, 193.13072204589844, 197.5830535888672, 185.08567810058594, 183.93846130371094, 185.76979064941406, 184.68423461914062, 185.08567810058594, 196.1161651611328, 187.8476104736328, 183.90733337402344, 197.090576171875, 190.11056518554688, 223.44374084472656, 208.20948791503906, 223.44374084472656, 223.44374084472656]"
105,"[132.97796630859375, 122.67444610595703, 125.91206359863281, 124.51221466064453, 125.3494644165039, 122.10489654541016, 119.93878936767578, 128.83340454101562, 119.8194351196289, 122.16941833496094, 124.0682601928711, 118.279052734375, 118.279052734375, 123.88729858398438, 117.69203186035156, 120.77012634277344, 123.74580383300781, 115.2411117553711, 127.41815185546875, 116.56376647949219, 124.31161499023438, 117.09989929199219, 115.2411117553711, 121.02290344238281, 114.4231185913086, 119.0589599609375, 122.04129791259766, 116.92071533203125, 113.85723114013672, 119.6335220336914, 112.47280883789062, 117.09989929199219, 117.6684341430664, 118.0892105102539, 118.2419204711914, 116.92716217041016, 114.76980590820312, 117.09989929199219, 122.03170776367188, 115.07845306396484, 109.62749481201172, 111.21985626220703, 115.17695617675781, 121.67110443115234, 124.7728271484375, 115.33251953125, 115.71165466308594, 121.40538024902344, 112.52191925048828, 122.59741973876953, 115.65087127685547, 123.32341766357422, 116.92716217041016, 129.67137145996094, 120.04924011230469, 120.8479995727539, 115.71428680419922, 116.92716217041016, 119.49988555908203, 118.35131072998047, 113.17668914794922, 119.49040985107422, 114.76980590820312, 118.35131072998047, 121.10966491699219, 116.92071533203125, 129.67137145996094, 129.67137145996094]","[241.02110290527344, 217.61349487304688, 213.4097442626953, 218.50570678710938, 212.20657348632812, 219.57704162597656, 214.5164794921875, 225.30311584472656, 218.22947692871094, 212.88128662109375, 211.08766174316406, 218.52194213867188, 211.7213134765625, 209.06983947753906, 199.50213623046875, 199.6061553955078, 205.64402770996094, 204.71438598632812, 219.32022094726562, 198.90919494628906, 206.94253540039062, 200.5888671875, 210.19371032714844, 199.42910766601562, 197.6265411376953, 215.06358337402344, 199.5133056640625, 194.11399841308594, 207.00302124023438, 215.10736083984375, 193.87644958496094, 200.55470275878906, 201.69366455078125, 184.4088134765625, 195.8377227783203, 196.05564880371094, 187.2741241455078, 198.73374938964844, 193.7519073486328, 183.78463745117188, 180.5516815185547, 192.1655731201172, 193.45643615722656, 185.1189727783203, 191.45730590820312, 185.8407745361328, 189.6759033203125, 185.43663024902344, 178.20664978027344, 193.64097595214844, 178.2001495361328, 205.12864685058594, 196.05564880371094, 219.8844451904297, 179.55613708496094, 180.82666015625, 196.08851623535156, 196.05564880371094, 183.26443481445312, 182.38543701171875, 178.2189178466797, 179.55787658691406, 184.535888671875, 182.38543701171875, 183.83009338378906, 194.11399841308594, 219.8844451904297, 219.8844451904297]"
106,"[133.98367309570312, 122.4006576538086, 124.95830535888672, 130.4856719970703, 128.5671844482422, 124.82067108154297, 121.5639419555664, 121.05203247070312, 121.5639419555664, 122.02540588378906, 128.2136993408203, 121.75494384765625, 121.75494384765625, 119.92322540283203, 118.99553680419922, 118.84607696533203, 128.02513122558594, 118.93124389648438, 119.28067779541016, 119.28067779541016, 122.0456314086914, 115.67073822021484, 118.77458190917969, 125.85214233398438, 116.9033432006836, 118.7818603515625, 118.93124389648438, 116.96753692626953, 126.10787963867188, 117.44686889648438, 118.90953063964844, 119.24755859375, 117.3766860961914, 113.22346496582031, 125.48686218261719, 122.03893280029297, 116.77489471435547, 114.91276550292969, 116.0431900024414, 114.67134094238281, 123.26760864257812, 130.63339233398438, 119.94847869873047, 119.29883575439453, 116.0431900024414, 118.47450256347656, 116.33553314208984, 130.63339233398438, 117.44686889648438, 119.80001831054688, 116.77489471435547, 130.63339233398438, 113.5936050415039, 116.9568862915039, 116.59577941894531, 115.93455505371094, 118.93124389648438, 116.0431900024414, 116.33798217773438, 122.03893280029297, 116.0431900024414, 123.26760864257812, 113.22346496582031, 130.63339233398438, 122.0456314086914, 130.63339233398438, 130.63339233398438, 118.7818603515625]","[248.62367248535156, 218.35462951660156, 214.20443725585938, 219.81045532226562, 215.83370971679688, 217.94163513183594, 211.19207763671875, 213.70428466796875, 210.86839294433594, 206.6444854736328, 211.10536193847656, 214.952392578125, 218.80813598632812, 202.54067993164062, 211.96128845214844, 203.17413330078125, 210.5664520263672, 195.1907501220703, 207.80374145507812, 208.26455688476562, 208.0230712890625, 201.37217712402344, 209.93072509765625, 205.11180114746094, 198.92933654785156, 212.1248321533203, 193.2544403076172, 199.06358337402344, 206.4924774169922, 187.1813507080078, 202.26771545410156, 200.69000244140625, 196.40379333496094, 188.1044921875, 187.9346466064453, 208.81112670898438, 183.78932189941406, 179.3328094482422, 194.7890625, 183.4368438720703, 190.60523986816406, 225.28382873535156, 201.74325561523438, 196.515625, 194.7890625, 194.668212890625, 194.04470825195312, 228.38587951660156, 187.1813507080078, 184.7930450439453, 183.78932189941406, 225.28382873535156, 180.7203826904297, 190.49612426757812, 180.9899139404297, 178.3811798095703, 194.51414489746094, 192.76663208007812, 189.9201202392578, 208.81112670898438, 192.76663208007812, 188.68572998046875, 188.1044921875, 225.28382873535156, 205.97531127929688, 225.28382873535156, 225.28382873535156, 207.4070587158203]"
107,"[131.3837127685547, 127.6185531616211, 128.0826416015625, 123.1993637084961, 122.54875183105469, 124.08352661132812, 124.80725860595703, 123.1675796508789, 124.7089614868164, 124.6318359375, 120.45799255371094, 120.13958740234375, 120.27372741699219, 121.92903900146484, 121.92903900146484, 120.27372741699219, 122.79109191894531, 122.21717834472656, 123.7022476196289, 118.4735107421875, 122.2005844116211, 120.67601776123047, 121.36603546142578, 124.6318359375, 122.2005844116211, 127.69037628173828, 118.05264282226562, 120.44847106933594, 120.41616821289062, 118.65776824951172, 118.4735107421875, 121.25503540039062, 120.34074401855469, 118.64898681640625, 118.92927551269531, 116.06639099121094, 121.95482635498047, 125.42398071289062, 116.3426513671875, 117.76668548583984, 127.69037628173828, 116.35848999023438, 121.33078002929688, 121.92903900146484, 128.0826416015625, 116.06639099121094, 116.19349670410156, 121.33078002929688, 118.2094955444336, 125.42398071289062, 119.93501281738281, 120.34074401855469, 121.95482635498047, 121.33078002929688, 121.92903900146484, 121.25503540039062, 117.76668548583984, 119.93501281738281, 119.014404296875, 120.72366333007812, 119.7579345703125, 118.05264282226562, 128.0826416015625, 124.6318359375, 128.0826416015625]","[257.4458312988281, 224.3810272216797, 262.94073486328125, 219.49818420410156, 216.65716552734375, 219.2085418701172, 224.3899383544922, 210.4243621826172, 220.80079650878906, 215.01390075683594, 214.7257080078125, 215.9073486328125, 208.09469604492188, 215.60728454589844, 212.81475830078125, 208.3297119140625, 206.50355529785156, 210.31216430664062, 209.82443237304688, 197.90997314453125, 211.14154052734375, 209.8637237548828, 199.3557891845703, 215.01390075683594, 213.55801391601562, 225.2653350830078, 190.48599243164062, 211.53134155273438, 199.30923461914062, 199.81369018554688, 196.17166137695312, 190.99407958984375, 187.78431701660156, 196.61892700195312, 193.80667114257812, 181.0945587158203, 210.58335876464844, 210.37594604492188, 178.56704711914062, 189.59783935546875, 225.33383178710938, 181.3897705078125, 209.39186096191406, 210.46351623535156, 246.2257537841797, 183.6121063232422, 180.78733825683594, 209.39186096191406, 191.01210021972656, 210.47865295410156, 188.9993438720703, 187.78431701660156, 210.58335876464844, 207.3298797607422, 210.46351623535156, 190.99407958984375, 187.9918975830078, 192.62937927246094, 181.08709716796875, 192.68702697753906, 190.09950256347656, 188.73094177246094, 246.2257537841797, 212.7147674560547, 246.22572326660156]"
108,"[123.05862426757812, 121.8516616821289, 127.19842529296875, 120.15001678466797, 117.2536849975586, 121.92208862304688, 118.11202239990234, 118.11202239990234, 118.35263061523438, 122.65643310546875, 122.07636260986328, 124.02837371826172, 115.22492980957031, 119.94371032714844, 119.70569610595703, 119.68563079833984, 120.19378662109375, 119.35237121582031, 114.24473571777344, 119.32635498046875, 117.8288803100586, 119.1983642578125, 119.73969268798828, 117.21702575683594, 120.86478424072266, 117.06430053710938, 115.34906768798828, 116.59650421142578, 116.5622329711914, 117.8288803100586, 118.50328063964844, 117.39009857177734, 119.32635498046875, 115.70858764648438, 119.70569610595703, 119.58055114746094, 115.34906768798828, 114.27035522460938, 115.93795776367188, 117.1537094116211, 115.34906768798828, 115.34906768798828, 115.45116424560547, 113.09906005859375, 115.34906768798828, 119.29340362548828, 121.75347137451172, 117.62659454345703, 117.06430053710938, 115.34906768798828, 113.98046875, 114.65267181396484, 115.34906768798828, 117.62659454345703, 117.28502655029297, 111.68060302734375, 114.65267181396484, 113.09906005859375, 116.6617431640625, 115.45116424560547, 119.28733825683594, 111.68060302734375, 115.34906768798828, 119.70569610595703, 119.70569610595703, 119.70569610595703]","[259.88726806640625, 227.28761291503906, 222.74940490722656, 215.7954559326172, 215.35232543945312, 213.72018432617188, 227.03782653808594, 217.0807342529297, 217.546630859375, 216.311767578125, 217.43853759765625, 215.01040649414062, 213.9851837158203, 203.77139282226562, 246.0386505126953, 206.349365234375, 192.3583221435547, 231.86863708496094, 203.3898162841797, 205.7332763671875, 196.82049560546875, 202.4392852783203, 213.55308532714844, 191.5121307373047, 204.4520721435547, 190.7799530029297, 213.40623474121094, 198.5464630126953, 209.31338500976562, 196.82049560546875, 188.9423370361328, 192.4202880859375, 201.86807250976562, 197.16876220703125, 242.57131958007812, 199.3203887939453, 205.94955444335938, 181.26683044433594, 209.3105010986328, 223.9500732421875, 205.94955444335938, 213.40623474121094, 181.24217224121094, 182.04205322265625, 203.91397094726562, 198.59893798828125, 186.84423828125, 196.4893341064453, 184.97023010253906, 203.91397094726562, 184.56912231445312, 202.9571990966797, 213.40623474121094, 196.4893341064453, 181.6107940673828, 185.380126953125, 202.9571990966797, 182.04205322265625, 184.8772735595703, 181.24217224121094, 192.7623291015625, 185.380126953125, 213.40623474121094, 242.57131958007812, 242.57131958007812, 242.57131958007812]"
109,"[136.78823852539062, 123.80455017089844, 127.54210662841797, 123.80455017089844, 128.7534942626953, 125.28846740722656, 132.4708251953125, 127.54210662841797, 120.83370971679688, 120.8130111694336, 124.8194580078125, 121.13480377197266, 126.953125, 125.2579345703125, 126.00535583496094, 117.6871109008789, 118.12694549560547, 118.01701354980469, 121.16978454589844, 118.46296691894531, 122.61143493652344, 123.98961639404297, 131.1136474609375, 116.22661590576172, 118.90463256835938, 124.73471069335938, 118.01701354980469, 121.62947082519531, 113.69071197509766, 125.80899047851562, 116.37698364257812, 129.31582641601562, 116.37698364257812, 124.73471069335938, 129.94491577148438, 123.70491790771484, 127.81852722167969, 124.73471069335938, 129.94491577148438, 123.32655334472656, 121.17094421386719, 123.32655334472656, 123.70491790771484, 124.85076141357422, 133.49488830566406, 133.2059783935547, 121.16978454589844, 126.25267791748047, 124.73471069335938, 125.14086151123047, 130.84939575195312, 115.68846893310547, 121.13480377197266, 120.08809661865234, 116.12867736816406, 121.13480377197266, 121.16978454589844, 128.5970458984375, 121.13480377197266, 121.17094421386719, 120.08809661865234, 122.302978515625, 122.50343322753906, 115.68846893310547, 122.81593322753906, 133.49488830566406, 133.49488830566406]","[252.19480895996094, 225.75985717773438, 222.80563354492188, 227.27459716796875, 219.0558319091797, 219.4860076904297, 221.61514282226562, 218.6630096435547, 212.2142791748047, 218.644775390625, 221.944091796875, 204.83351135253906, 212.71603393554688, 213.68849182128906, 211.27175903320312, 207.61138916015625, 208.36000061035156, 201.7747802734375, 193.16677856445312, 212.85873413085938, 200.11923217773438, 203.6068878173828, 218.4484405517578, 202.9541015625, 206.9564208984375, 207.82797241210938, 201.7747802734375, 189.2968292236328, 186.5811309814453, 201.48634338378906, 188.0204620361328, 213.16065979003906, 189.45481872558594, 209.85545349121094, 212.0956573486328, 196.22607421875, 197.17047119140625, 209.85545349121094, 212.0956573486328, 193.95420837402344, 181.89393615722656, 192.27755737304688, 196.22607421875, 197.93048095703125, 238.28562927246094, 219.76332092285156, 191.3479461669922, 208.34860229492188, 216.81651306152344, 181.4651336669922, 206.44338989257812, 184.79847717285156, 202.53819274902344, 186.0177001953125, 196.5446319580078, 205.0214080810547, 191.3479461669922, 207.78843688964844, 202.53819274902344, 181.89393615722656, 186.0177001953125, 181.9544219970703, 195.37625122070312, 184.79847717285156, 211.54518127441406, 238.28561401367188, 238.28562927246094]"
