node_num_list,all_real_labels_list,all_eval_label_list
500,"[808.2592163085938, 819.216064453125, 819.5101928710938, 802.9263305664062, 790.8717651367188, 788.6807250976562, 793.079833984375, 806.9757690429688, 783.7561645507812, 793.9917602539062, 790.2124633789062, 783.0144653320312, 802.6131591796875, 833.5433959960938, 804.96435546875, 804.9885864257812, 797.6719970703125, 815.531982421875, 809.965576171875, 798.6943969726562, 789.0352783203125, 815.6763305664062, 795.5546264648438, 802.0670776367188, 793.2603759765625, 798.7056274414062, 796.8128051757812, 829.6367797851562, 793.5551147460938, 829.6367797851562, 794.5496826171875, 785.6156005859375, 793.756591796875, 829.2579956054688, 796.8810424804688, 786.7562255859375, 785.6156005859375, 783.466796875, 804.7628784179688, 779.7305908203125, 812.1554565429688, 777.8291015625, 798.8296508789062, 804.5459594726562, 783.5156860351562, 792.3199462890625, 788.30322265625, 789.6297607421875, 786.7420654296875, 783.6038818359375, 795.8316040039062, 786.2636108398438, 802.0604248046875, 774.9386596679688, 805.9732666015625, 790.2388305664062, 790.5791625976562, 829.6367797851562, 794.1611938476562, 796.0635375976562, 806.3748779296875, 798.7236938476562, 808.7738037109375, 815.6763305664062, 783.2852783203125, 791.9564819335938, 779.2724609375, 789.659912109375, 803.3721923828125, 790.3917236328125, 786.2636108398438, 782.8113403320312, 789.6983032226562, 789.1345825195312, 793.756591796875, 780.8904418945312, 795.9049682617188, 801.2792358398438, 802.591064453125, 815.1411743164062, 789.659912109375, 786.2636108398438, 779.7229614257812, 815.1422729492188, 792.140380859375, 790.5630493164062, 777.1341552734375, 786.2636108398438, 815.1422729492188, 784.4620361328125, 808.7738037109375, 792.6337280273438, 779.05078125, 783.7545166015625, 791.9564819335938, 799.8013305664062, 783.6292114257812, 788.3193969726562, 787.6556396484375, 780.0213012695312, 788.7924194335938, 793.756591796875, 796.8060913085938, 786.4094848632812, 786.2636108398438, 783.6292114257812, 799.4981079101562, 787.9136352539062, 780.1937255859375, 799.13623046875, 793.756591796875, 780.0213012695312, 799.2368774414062, 787.7684326171875, 805.9666137695312, 788.7168579101562, 812.4866333007812, 791.9564819335938, 801.6465454101562, 779.7305908203125, 776.6837768554688, 793.756591796875, 829.2579956054688, 806.3748779296875, 812.5042114257812, 786.7200927734375, 799.2368774414062, 786.7420654296875, 806.3110961914062, 803.17138671875, 780.219970703125, 780.219970703125, 798.822998046875, 790.218994140625, 800.4512329101562, 786.90087890625, 777.8291015625, 791.9564819335938, 801.0182495117188, 789.659912109375, 781.8549194335938, 788.247802734375, 793.756591796875, 788.711669921875, 804.6138916015625, 793.756591796875, 804.1299438476562, 785.6112670898438, 776.2046508789062, 796.565673828125, 797.0021362304688, 781.853271484375, 783.7731323242188, 773.587646484375, 808.7738037109375, 778.2937622070312, 779.0823974609375, 784.4042358398438, 786.6095581054688, 789.2178955078125, 791.9564819335938, 785.6156005859375, 781.4929809570312, 801.6465454101562, 783.7804565429688, 780.219970703125, 781.6322631835938, 793.756591796875, 778.54736328125, 779.7229614257812, 789.1345825195312, 799.3118286132812, 773.587646484375, 789.659912109375, 784.9495849609375, 799.13623046875, 783.7731323242188, 815.531982421875, 773.587646484375, 802.1134033203125, 780.1937255859375, 800.077880859375, 812.5042114257812, 782.3788452148438, 793.7750244140625, 815.1422729492188, 787.2268676757812, 780.076171875, 778.2937622070312, 786.0164794921875, 793.756591796875, 799.1295166015625, 784.570556640625, 788.711669921875, 780.076171875, 785.4498901367188, 800.077880859375, 784.3978271484375, 815.6763305664062, 800.7142333984375, 803.6063842773438, 789.2178955078125, 781.6635131835938, 777.1341552734375, 790.0548095703125, 789.2178955078125, 789.609375, 787.5702514648438, 826.5894165039062, 786.0164794921875, 812.5042114257812, 815.531982421875, 802.2081909179688, 790.6139526367188, 786.6095581054688, 795.9049682617188, 797.506103515625, 787.2268676757812, 786.6095581054688, 829.2579956054688, 788.7168579101562, 790.6139526367188, 785.0753784179688, 799.3424072265625, 793.756591796875, 809.6336669921875, 801.732177734375, 790.006103515625, 798.6943969726562, 829.6367797851562, 787.5491943359375, 786.2636108398438, 806.718017578125, 793.756591796875, 807.3709716796875, 799.4981079101562, 775.5697021484375, 801.2792358398438, 780.0213012695312, 779.5974731445312, 785.158447265625, 803.667724609375, 804.7628784179688, 797.506103515625, 780.219970703125, 785.0753784179688, 774.9386596679688, 801.2792358398438, 776.0706787109375, 826.5894165039062, 775.5697021484375, 803.3305053710938, 806.3748779296875, 779.0033569335938, 815.6763305664062, 793.909423828125, 774.1742553710938, 799.053466796875, 784.3978271484375, 793.8599853515625, 790.0548095703125, 786.2636108398438, 781.6322631835938, 785.3547973632812, 804.58251953125, 808.7738037109375, 791.9564819335938, 829.6367797851562, 798.3878173828125, 782.3724365234375, 801.732177734375, 796.6209106445312, 829.6367797851562, 776.7974853515625, 776.2178955078125, 782.7833251953125, 776.0320434570312, 783.4207153320312, 785.6156005859375, 796.0635375976562, 789.659912109375, 786.2636108398438, 778.54736328125, 786.2636108398438, 795.8982543945312, 800.077880859375, 774.9000244140625, 780.076171875, 826.5894165039062, 791.9473266601562, 790.0548095703125, 791.0477905273438, 791.9473266601562, 779.0840454101562, 806.3748779296875, 771.318115234375, 772.0018310546875, 801.2792358398438, 804.7628784179688]","[288.263671875, 312.2110290527344, 343.14495849609375, 300.3971862792969, 415.2850341796875, 289.5543212890625, 273.919189453125, 297.4473876953125, 308.2181701660156, 277.11688232421875, 270.9404602050781, 310.5810241699219, 287.4205017089844, 317.4378967285156, 329.44439697265625, 282.2469177246094, 332.9706115722656, 316.4758605957031, 306.9867858886719, 285.0694885253906, 288.72662353515625, 349.7549133300781, 333.319091796875, 266.78076171875, 295.7672424316406, 291.36370849609375, 268.57830810546875, 298.55474853515625, 286.6763000488281, 298.55474853515625, 247.4773406982422, 265.517333984375, 287.6265563964844, 276.9015197753906, 292.8674011230469, 278.8052978515625, 262.8215637207031, 274.2019348144531, 270.2439270019531, 265.4466552734375, 277.5099792480469, 254.70741271972656, 273.5232849121094, 265.67041015625, 295.6207275390625, 267.0689697265625, 257.058349609375, 263.33489990234375, 242.1314239501953, 309.3777160644531, 278.2610168457031, 363.4301452636719, 260.4997253417969, 229.76834106445312, 273.732666015625, 259.74530029296875, 264.1306457519531, 298.55474853515625, 294.42913818359375, 260.1042785644531, 281.7348937988281, 268.627197265625, 252.24827575683594, 345.562744140625, 284.8241882324219, 304.7833251953125, 271.9300537109375, 269.402587890625, 285.1991882324219, 287.3908386230469, 363.4301452636719, 316.1291198730469, 275.25067138671875, 265.0538024902344, 287.6265563964844, 273.38507080078125, 252.7339324951172, 320.4991760253906, 270.15521240234375, 290.812255859375, 269.402587890625, 363.4301452636719, 281.7833251953125, 306.4659118652344, 282.66510009765625, 259.8314514160156, 252.19589233398438, 363.4301452636719, 300.68670654296875, 287.0667724609375, 254.8013153076172, 240.9534454345703, 274.68072509765625, 312.5952453613281, 304.7833251953125, 248.8383026123047, 259.3775634765625, 253.67825317382812, 237.6962890625, 308.440185546875, 277.2555236816406, 284.5466003417969, 250.46163940429688, 250.4235382080078, 363.4301452636719, 259.3775634765625, 244.39041137695312, 236.07806396484375, 257.0745849609375, 247.312255859375, 284.5466003417969, 305.3761291503906, 293.6291809082031, 276.2414245605469, 272.51177978515625, 266.2870788574219, 254.32467651367188, 304.7833251953125, 246.45849609375, 259.1918640136719, 258.7300109863281, 287.6265563964844, 276.9015197753906, 281.7348937988281, 266.82757568359375, 262.6365966796875, 290.59063720703125, 240.09600830078125, 268.2524719238281, 269.4415283203125, 266.8054504394531, 266.8054504394531, 264.0964660644531, 257.20208740234375, 252.1924285888672, 262.368408203125, 247.22952270507812, 304.7833251953125, 288.52691650390625, 269.402587890625, 292.29931640625, 263.80877685546875, 284.5466003417969, 259.2409973144531, 258.22137451171875, 284.5466003417969, 266.2034912109375, 272.4261169433594, 250.52157592773438, 251.17625427246094, 225.0410919189453, 301.6181640625, 245.21885681152344, 232.81228637695312, 252.24827575683594, 249.95993041992188, 235.4008331298828, 260.8701171875, 253.80686950683594, 239.2645721435547, 304.7833251953125, 262.8215637207031, 288.07403564453125, 243.31326293945312, 245.86158752441406, 269.8454895019531, 288.8958435058594, 287.6265563964844, 230.3978271484375, 281.7833251953125, 262.7636413574219, 268.76202392578125, 232.81228637695312, 269.402587890625, 302.6688537597656, 247.312255859375, 245.21885681152344, 313.4468078613281, 232.81228637695312, 239.45697021484375, 259.7071533203125, 241.09637451171875, 275.4917297363281, 297.3401184082031, 228.34378051757812, 307.0132141113281, 254.7360076904297, 283.1720886230469, 249.95993041992188, 239.1197052001953, 284.5466003417969, 240.40756225585938, 252.21087646484375, 259.2409973144531, 283.1720886230469, 230.7445526123047, 241.09637451171875, 224.38990783691406, 345.562744140625, 251.0711212158203, 294.6570739746094, 239.2645721435547, 241.68356323242188, 252.19589233398438, 272.9185485839844, 241.55287170410156, 222.90945434570312, 232.13059997558594, 253.0755157470703, 239.1197052001953, 276.31451416015625, 313.4468078613281, 251.3617706298828, 259.34130859375, 253.80686950683594, 252.7339324951172, 229.7559051513672, 252.4456024169922, 253.80686950683594, 276.9015197753906, 263.58154296875, 259.34130859375, 236.75350952148438, 226.10707092285156, 284.5466003417969, 255.20260620117188, 270.9120178222656, 255.24783325195312, 277.72161865234375, 301.6044616699219, 233.28378295898438, 363.4301452636719, 235.34544372558594, 284.5466003417969, 245.47105407714844, 244.39041137695312, 226.7828369140625, 320.4991760253906, 308.440185546875, 301.8911437988281, 244.92469787597656, 247.03903198242188, 267.5904846191406, 229.7559051513672, 266.8054504394531, 236.7535400390625, 222.93710327148438, 320.4991760253906, 259.45556640625, 253.0755157470703, 226.7828369140625, 255.26100158691406, 281.7348937988281, 244.05422973632812, 342.22711181640625, 222.9394073486328, 242.53616333007812, 222.89801025390625, 222.9417724609375, 234.96722412109375, 272.9185485839844, 363.4301452636719, 286.6053466796875, 302.6688537597656, 225.02249145507812, 252.24827575683594, 308.0240783691406, 298.55474853515625, 260.85040283203125, 229.21334838867188, 268.18707275390625, 243.06558227539062, 298.55474853515625, 257.8392333984375, 253.9672393798828, 297.3401184082031, 224.3567657470703, 231.2632293701172, 262.8215637207031, 249.08578491210938, 266.484619140625, 363.4301452636719, 230.3978271484375, 363.4301452636719, 240.72381591796875, 241.09637451171875, 240.95449829101562, 285.7978820800781, 253.0755157470703, 280.2132873535156, 272.9185485839844, 277.2077331542969, 280.2132873535156, 224.45523071289062, 281.7348937988281, 222.9151611328125, 222.9086456298828, 320.4991760253906, 267.5904846191406]"
501,"[845.8032836914062, 836.5618896484375, 828.6107177734375, 818.9280395507812, 843.2499389648438, 832.1594848632812, 854.6947631835938, 833.7137451171875, 822.429931640625, 835.8204345703125, 822.6514282226562, 841.4540405273438, 827.48681640625, 835.0497436523438, 852.9479370117188, 826.0672607421875, 837.5656127929688, 824.8792114257812, 831.3442993164062, 832.0228881835938, 816.4963989257812, 816.061279296875, 847.7906494140625, 827.2501220703125, 830.1666259765625, 819.70361328125, 822.2642211914062, 839.5245361328125, 832.4741821289062, 830.3958129882812, 832.1594848632812, 831.6055297851562, 836.7023315429688, 828.5831909179688, 831.3255004882812, 829.0375366210938, 828.3221435546875, 815.7275390625, 823.7771606445312, 849.8504638671875, 826.4214477539062, 823.085693359375, 827.5048828125, 826.5891723632812, 826.1734008789062, 839.8413696289062, 850.5380249023438, 834.5798950195312, 832.1594848632812, 828.23095703125, 812.9315185546875, 815.7275390625, 822.7384643554688, 817.8511962890625, 816.9461669921875, 825.8754272460938, 833.4614868164062, 833.6372680664062, 819.8111572265625, 850.5380249023438, 816.3807373046875, 827.4659423828125, 824.28662109375, 826.4214477539062, 812.5726928710938, 833.446533203125, 832.1594848632812, 823.1433715820312, 829.4549560546875, 826.1021118164062, 831.0454711914062, 815.6323852539062, 830.052978515625, 839.77783203125, 823.2932739257812, 832.1594848632812, 828.23095703125, 815.2597045898438, 812.2324829101562, 824.3555908203125, 830.4971313476562, 816.5037231445312, 815.7847900390625, 848.373779296875, 831.0454711914062, 837.88818359375, 823.9791259765625, 818.3187255859375, 822.60888671875, 820.5345458984375, 809.8575439453125, 810.0313110351562, 812.5208740234375, 832.1594848632812, 830.4984130859375, 818.3272094726562, 847.9911499023438, 814.2446899414062, 812.5660400390625, 817.9391479492188, 829.4549560546875, 823.2932739257812, 846.4089965820312, 846.1527099609375, 823.9747924804688, 826.0672607421875, 809.320068359375, 845.7702026367188, 812.5081787109375, 847.1393432617188, 828.1725463867188, 822.9985961914062, 831.2328491210938, 813.9732055664062, 823.4033203125, 826.55859375, 817.60009765625, 833.8369750976562, 819.198486328125, 819.4363403320312, 824.8017578125, 821.1915283203125, 811.6014404296875, 823.6559448242188, 831.1500854492188, 824.70703125, 818.1508178710938, 832.3082275390625, 820.6971435546875, 825.6739501953125, 822.098876953125, 817.900146484375, 828.40283203125, 815.7275390625, 818.931396484375, 850.5380249023438, 830.1390380859375, 815.0319213867188, 820.3779907226562, 834.93994140625, 815.5194091796875, 832.3922729492188, 850.5380249023438, 816.447509765625, 833.2904052734375, 822.9985961914062, 824.70703125, 839.8413696289062, 820.1852416992188, 831.3442993164062, 845.435791015625, 823.9747924804688, 822.4448852539062, 823.9791259765625, 842.9412231445312, 823.2755126953125, 821.9570922851562, 810.2703857421875, 813.9835815429688, 845.052978515625, 824.28662109375, 842.3907470703125, 812.5654296875, 815.7275390625, 818.8574829101562, 827.1829833984375, 812.2320556640625, 843.32373046875, 828.23095703125, 814.7999267578125, 824.6788330078125, 811.8833618164062, 833.8369750976562, 824.3555908203125, 809.0162353515625, 828.23095703125, 811.249267578125, 825.2830810546875, 829.4549560546875, 831.0454711914062, 828.5361938476562, 810.9324951171875, 812.5668334960938, 827.6141967773438, 809.533447265625, 849.8504638671875, 827.2628173828125, 829.4549560546875, 828.0865478515625, 828.5831909179688, 810.9324951171875, 823.2755126953125, 825.2115478515625, 850.5380249023438, 828.5361938476562, 828.23095703125, 823.1235961914062, 809.5179443359375, 807.814453125, 812.5668334960938, 831.4063720703125, 833.8369750976562, 816.2216796875, 822.5044555664062, 833.8369750976562, 829.648681640625, 806.2495727539062, 843.95703125, 832.1594848632812, 823.2932739257812, 829.4549560546875, 815.7275390625, 825.1788330078125, 829.2666015625, 819.4363403320312, 831.0454711914062, 826.5975341796875, 823.8544921875, 819.540771484375, 825.3851928710938, 821.56005859375, 806.4266967773438, 821.56005859375, 819.7213134765625, 826.2664184570312, 827.5048828125, 824.8017578125, 850.5380249023438, 819.6361694335938, 820.9134521484375, 810.9324951171875, 833.8369750976562, 813.529541015625, 829.4549560546875, 815.7275390625, 810.9142456054688, 825.4309692382812, 819.540771484375, 819.4363403320312, 827.5048828125, 821.7760620117188, 809.0162353515625, 822.7384643554688, 825.8674926757812, 826.6080932617188, 809.0162353515625, 819.198486328125, 823.2932739257812, 842.3907470703125, 824.3767700195312, 816.949951171875, 819.9855346679688, 806.6612548828125, 830.4971313476562, 831.0454711914062, 829.4549560546875, 826.6080932617188, 821.9570922851562, 820.3779907226562, 828.23095703125, 829.4549560546875, 839.8413696289062, 849.8504638671875, 816.104736328125, 812.5081787109375, 828.4776000976562, 819.198486328125, 828.23095703125, 833.4614868164062, 811.8833618164062, 818.1508178710938, 803.347900390625, 822.507568359375, 821.87744140625, 825.8674926757812, 812.5208740234375, 822.4588623046875, 826.6080932617188, 819.9855346679688, 822.4588623046875, 818.754150390625, 847.1393432617188, 825.2115478515625, 810.9324951171875, 825.1788330078125, 840.81591796875, 828.645751953125, 821.2056884765625, 847.1393432617188, 821.723876953125, 832.1594848632812, 817.4869384765625, 810.9142456054688, 821.2056884765625, 822.7384643554688, 850.014892578125, 812.5081787109375, 819.3583984375, 824.910888671875, 828.23095703125, 824.8017578125, 806.2495727539062, 826.6080932617188, 832.1594848632812]","[306.5222473144531, 376.59490966796875, 283.91326904296875, 330.1331787109375, 317.0393981933594, 334.8344421386719, 378.4468688964844, 379.87921142578125, 321.2097473144531, 292.1833190917969, 309.8876037597656, 301.2938537597656, 273.3201904296875, 308.28436279296875, 317.7765197753906, 276.50830078125, 306.54632568359375, 294.5174865722656, 275.9372863769531, 283.0791015625, 298.7597351074219, 300.6793518066406, 304.9363708496094, 269.85235595703125, 284.9930419921875, 334.9736633300781, 297.10052490234375, 278.4604797363281, 363.51812744140625, 284.0518798828125, 327.1330261230469, 296.4224548339844, 273.7829284667969, 251.9429931640625, 286.8928527832031, 266.31182861328125, 276.4634704589844, 291.7237854003906, 283.2534484863281, 297.6322021484375, 278.9227600097656, 317.05694580078125, 281.1825866699219, 244.0584259033203, 289.71612548828125, 304.1707458496094, 350.03924560546875, 294.739501953125, 330.5588684082031, 316.6466979980469, 276.13897705078125, 284.5615539550781, 286.0803527832031, 262.6274108886719, 256.2012939453125, 270.05340576171875, 263.157958984375, 266.0215759277344, 274.36187744140625, 346.5032958984375, 269.611572265625, 270.30657958984375, 262.2054443359375, 268.19696044921875, 258.35919189453125, 262.877685546875, 334.8344421386719, 274.27069091796875, 341.1444091796875, 280.67852783203125, 265.60467529296875, 260.9697570800781, 299.6620178222656, 296.48394775390625, 265.223876953125, 344.3548889160156, 324.2539978027344, 269.2486877441406, 255.90087890625, 265.22760009765625, 250.67132568359375, 283.1058044433594, 280.7797546386719, 281.1176452636719, 265.60467529296875, 265.14752197265625, 262.9320983886719, 265.22686767578125, 274.33587646484375, 275.4828796386719, 245.58226013183594, 263.6290588378906, 250.39501953125, 330.5588684082031, 249.97317504882812, 255.87054443359375, 282.7491455078125, 302.39215087890625, 259.5130310058594, 254.44561767578125, 344.6647033691406, 262.9425964355469, 285.54449462890625, 269.80523681640625, 265.6154479980469, 276.50830078125, 261.53704833984375, 273.37591552734375, 260.0082702636719, 282.0393981933594, 290.9881591796875, 275.3433532714844, 253.8642120361328, 259.9167175292969, 226.48458862304688, 261.59307861328125, 252.05841064453125, 276.48529052734375, 264.13385009765625, 274.8990783691406, 273.0881042480469, 260.6070861816406, 272.434814453125, 272.1636962890625, 258.8277587890625, 269.61328125, 234.75949096679688, 292.9602355957031, 254.23101806640625, 288.3074645996094, 282.995849609375, 231.4227752685547, 225.0858612060547, 287.66070556640625, 262.5734558105469, 350.03924560546875, 247.30809020996094, 230.9573211669922, 277.7750549316406, 232.07211303710938, 232.44407653808594, 280.53839111328125, 354.64031982421875, 257.6188659667969, 267.3015441894531, 275.3433532714844, 267.0406799316406, 307.2344055175781, 269.5309143066406, 278.78497314453125, 271.8871154785156, 271.3482360839844, 278.45257568359375, 265.400146484375, 228.78314208984375, 231.13616943359375, 233.14892578125, 269.2264099121094, 224.43336486816406, 273.58160400390625, 264.525634765625, 311.6474914550781, 271.34747314453125, 284.5615539550781, 257.7486267089844, 222.95301818847656, 269.5753173828125, 225.11642456054688, 316.6466979980469, 267.7777404785156, 250.7200164794922, 259.5840148925781, 279.5549011230469, 267.5096435546875, 234.24668884277344, 316.6466979980469, 265.2862854003906, 240.6388702392578, 341.1444091796875, 265.60467529296875, 300.0483093261719, 255.3907012939453, 227.64308166503906, 281.1825866699219, 241.7531280517578, 304.4070739746094, 296.9869384765625, 341.1444091796875, 277.14569091796875, 256.2169189453125, 255.3907012939453, 231.13616943359375, 273.0841369628906, 350.03924560546875, 294.0521240234375, 316.6466979980469, 233.14999389648438, 241.89036560058594, 247.1968994140625, 227.64308166503906, 255.96896362304688, 276.48529052734375, 249.589599609375, 274.5491943359375, 276.48529052734375, 234.33224487304688, 233.88719177246094, 241.5053253173828, 327.1330261230469, 275.3091125488281, 341.1444091796875, 284.5615539550781, 269.46258544921875, 247.5323944091797, 274.8990783691406, 265.60467529296875, 259.0206298828125, 239.3547821044922, 239.93942260742188, 279.5344543457031, 233.23208618164062, 226.12298583984375, 229.74969482421875, 290.4834899902344, 226.4937744140625, 281.1825866699219, 273.0881042480469, 350.03924560546875, 250.59608459472656, 235.1116943359375, 258.1202697753906, 279.5549011230469, 222.99513244628906, 349.2779541015625, 287.66070556640625, 243.4508056640625, 262.6258544921875, 239.93942260742188, 274.8990783691406, 281.1825866699219, 300.25299072265625, 234.24668884277344, 286.0803527832031, 291.0874938964844, 263.3435974121094, 234.24668884277344, 264.13385009765625, 275.3091125488281, 311.6474914550781, 269.9349060058594, 228.60507202148438, 251.9566650390625, 245.1154022216797, 250.67132568359375, 265.60467529296875, 341.1444091796875, 263.3435974121094, 229.28857421875, 277.7750549316406, 316.6466979980469, 341.1444091796875, 304.1707458496094, 297.6322021484375, 244.11370849609375, 260.0082702636719, 222.983154296875, 264.13385009765625, 316.6466979980469, 263.157958984375, 259.5840148925781, 237.05657958984375, 228.0712890625, 223.02804565429688, 240.55307006835938, 282.0931091308594, 250.39501953125, 229.81643676757812, 263.3435974121094, 251.9566650390625, 229.81643676757812, 222.93748474121094, 282.0393981933594, 273.0841369628906, 255.3907012939453, 269.46258544921875, 224.3724365234375, 276.37689208984375, 237.48910522460938, 292.2020568847656, 222.97731018066406, 327.1330261230469, 236.8450469970703, 243.4508056640625, 231.12010192871094, 286.0803527832031, 332.5843811035156, 260.0082702636719, 241.18316650390625, 273.0881042480469, 316.6466979980469, 273.0881042480469, 231.59007263183594, 263.3435974121094, 327.1330261230469]"
