node_num_list,all_real_labels_list,all_eval_label_list
60,"[57.982391357421875, 61.141536712646484, 60.92081069946289, 61.77835464477539, 57.691036224365234, 58.10844421386719, 57.8760871887207, 58.50856399536133, 57.953678131103516, 58.62874221801758, 59.10554122924805, 59.10554122924805, 57.953678131103516, 57.953678131103516, 55.9148063659668, 57.953678131103516, 57.691036224365234, 55.78666687011719, 56.464027404785156, 57.000667572021484, 55.78666687011719, 57.953678131103516, 55.61941909790039, 55.78666687011719, 55.78666687011719, 57.953678131103516, 57.691036224365234, 57.953678131103516, 55.61941909790039, 55.61941909790039, 54.59001159667969, 56.20153045654297, 57.953678131103516, 54.03479766845703, 57.953678131103516]","[248.80490112304688, 347.95166015625, 264.49859619140625, 266.1887512207031, 245.04483032226562, 243.69602966308594, 220.4958038330078, 271.3493347167969, 283.66522216796875, 217.95875549316406, 216.48977661132812, 219.66006469726562, 279.4182434082031, 279.4182434082031, 249.2001190185547, 279.4182434082031, 245.04483032226562, 233.1298828125, 203.62411499023438, 213.49435424804688, 233.1298828125, 283.66522216796875, 243.5511016845703, 233.1298828125, 233.1298828125, 279.4182434082031, 245.04483032226562, 279.4182434082031, 243.5511016845703, 243.5511016845703, 184.72711181640625, 221.69847106933594, 279.4182434082031, 209.51271057128906, 279.4182434082031]"
61,"[61.33768081665039, 64.3883056640625, 64.04447174072266, 65.14734649658203, 61.04230499267578, 64.22410583496094, 61.1917724609375, 62.23182678222656, 61.233299255371094, 61.9790153503418, 62.464359283447266, 62.464359283447266, 61.233299255371094, 61.233299255371094, 59.22703552246094, 61.233299255371094, 61.04230499267578, 59.31184387207031, 59.7918701171875, 60.31712341308594, 59.31184387207031, 61.233299255371094, 58.926361083984375, 59.31184387207031, 59.31184387207031, 61.233299255371094, 61.04230499267578, 61.233299255371094, 58.926361083984375, 58.926361083984375, 57.87879943847656, 59.31184387207031, 61.233299255371094, 59.31184387207031, 59.31184387207031, 59.31184387207031]","[249.95928955078125, 346.984619140625, 265.651611328125, 266.4832763671875, 246.20565795898438, 241.1696319580078, 220.71343994140625, 278.3141784667969, 285.2420959472656, 218.1794891357422, 216.6960906982422, 219.86346435546875, 280.9992980957031, 280.9992980957031, 249.27967834472656, 280.9992980957031, 246.20565795898438, 229.51519775390625, 203.845703125, 213.72213745117188, 229.51519775390625, 285.2420959472656, 243.6407470703125, 229.51519775390625, 229.51519775390625, 280.9992980957031, 246.20565795898438, 280.9992980957031, 243.6407470703125, 243.6407470703125, 184.97409057617188, 233.07528686523438, 285.2420959472656, 229.51519775390625, 229.51519775390625, 229.51519775390625]"
62,"[63.275054931640625, 66.45868682861328, 65.97344970703125, 67.21240234375, 63.00309753417969, 66.08682250976562, 64.1224136352539, 63.84294891357422, 63.00309753417969, 63.39384841918945, 64.43749237060547, 64.43749237060547, 63.28759002685547, 63.28759002685547, 61.15702819824219, 63.28759002685547, 63.00309753417969, 60.978084564208984, 62.461936950683594, 61.953731536865234, 60.978084564208984, 63.28759002685547, 60.877288818359375, 60.978084564208984, 60.978084564208984, 63.28759002685547, 63.00309753417969, 63.28759002685547, 60.877288818359375, 60.877288818359375, 60.978084564208984, 60.04497528076172, 63.28759002685547, 64.43749237060547, 60.978084564208984, 60.978084564208984, 60.877288818359375]","[250.28602600097656, 342.7689208984375, 267.6866149902344, 270.6337585449219, 246.53863525390625, 243.52711486816406, 223.2000732421875, 278.4602966308594, 243.02896118164062, 219.6086883544922, 220.5226593017578, 223.8001251220703, 281.35455322265625, 281.35455322265625, 249.45469665527344, 281.35455322265625, 246.53863525390625, 230.49842834472656, 213.22264099121094, 212.18235778808594, 230.49842834472656, 285.5909118652344, 243.8252716064453, 230.49842834472656, 230.49842834472656, 281.35455322265625, 246.53863525390625, 281.35455322265625, 243.8252716064453, 243.8252716064453, 234.0589599609375, 183.3602294921875, 285.5909118652344, 220.5226593017578, 230.49842834472656, 230.49842834472656, 238.55218505859375]"
63,"[65.94593048095703, 69.13003540039062, 68.75469207763672, 70.06866455078125, 65.65443420410156, 66.50777435302734, 66.87175750732422, 66.52429962158203, 65.65443420410156, 66.17749786376953, 67.21240234375, 67.21240234375, 65.9524154663086, 65.9524154663086, 63.821720123291016, 65.9524154663086, 65.65443420410156, 63.65410232543945, 65.196533203125, 64.71239471435547, 63.65410232543945, 65.9524154663086, 63.52091979980469, 63.65410232543945, 63.65410232543945, 65.9524154663086, 65.65443420410156, 65.9524154663086, 63.52091979980469, 63.52091979980469, 63.65410232543945, 62.78881072998047, 65.9524154663086, 67.21240234375, 63.65410232543945, 63.65410232543945, 63.52091979980469, 67.21240234375]","[250.4708251953125, 342.90191650390625, 267.3888854980469, 270.3249816894531, 246.72959899902344, 243.26316833496094, 222.96353149414062, 278.66107177734375, 243.2262420654297, 219.38369750976562, 220.1796112060547, 223.42697143554688, 281.5010070800781, 281.5010070800781, 249.62603759765625, 281.5010070800781, 246.72959899902344, 230.68136596679688, 213.60826110839844, 212.6184844970703, 230.68136596679688, 285.7311096191406, 244.0059051513672, 230.68136596679688, 230.68136596679688, 281.5010070800781, 246.72959899902344, 281.5010070800781, 244.0059051513672, 244.0059051513672, 234.23587036132812, 183.6046905517578, 285.7311096191406, 220.1796112060547, 230.68136596679688, 230.68136596679688, 238.74237060546875, 223.42697143554688]"
64,"[67.73163604736328, 71.02982330322266, 70.12042999267578, 71.33368682861328, 67.47429656982422, 67.81809997558594, 68.18942260742188, 67.80975341796875, 67.47429656982422, 68.18942260742188, 68.54914855957031, 68.18942260742188, 67.78108978271484, 67.78108978271484, 65.59769439697266, 67.78108978271484, 67.47429656982422, 65.98970031738281, 65.98970031738281, 65.00621795654297, 65.98970031738281, 67.78108978271484, 67.78108978271484, 65.33448028564453, 65.00621795654297, 65.00621795654297, 67.78108978271484, 67.78108978271484, 67.78108978271484, 65.33448028564453, 65.00621795654297, 67.47429656982422, 65.00621795654297, 67.78108978271484, 65.00621795654297, 65.33448028564453, 65.33448028564453, 68.54914855957031]","[253.9454803466797, 347.4349365234375, 267.7242736816406, 268.7969665527344, 245.91258239746094, 245.41604614257812, 224.32879638671875, 278.1474304199219, 242.41542053222656, 220.8963623046875, 221.99578857421875, 217.62405395507812, 280.1936340332031, 280.1936340332031, 256.4386901855469, 280.1936340332031, 245.91258239746094, 207.42398071289062, 212.58651733398438, 231.9608612060547, 202.50125122070312, 280.1936340332031, 284.3909606933594, 244.37188720703125, 231.9608612060547, 231.9608612060547, 280.1936340332031, 289.2739562988281, 280.1936340332031, 244.37188720703125, 235.51611328125, 242.41542053222656, 231.9608612060547, 280.1936340332031, 231.9608612060547, 239.11727905273438, 239.11729431152344, 225.25765991210938]"
65,"[64.19429016113281, 67.4158706665039, 64.39106750488281, 62.32585525512695, 68.17070770263672, 61.81855773925781, 65.2877426147461, 65.9287109375, 63.01781463623047, 64.19429016113281, 64.42820739746094, 65.31404113769531, 65.47561645507812, 63.87391662597656, 63.01781463623047, 64.42820739746094, 62.1694221496582, 63.01781463623047, 63.221343994140625, 62.540157318115234, 62.1694221496582, 63.050445556640625, 65.2877426147461, 61.81855773925781, 63.08180618286133, 63.050445556640625, 61.425411224365234, 64.42820739746094, 59.311283111572266, 60.99580383300781, 63.01781463623047, 60.30665588378906, 61.81855773925781, 60.84701156616211, 62.851470947265625, 61.52097702026367, 63.01781463623047, 59.296722412109375, 64.42820739746094, 63.221343994140625, 58.742000579833984]","[235.5534210205078, 264.13470458984375, 253.15975952148438, 232.40330505371094, 247.29287719726562, 238.1686553955078, 241.1929168701172, 259.68121337890625, 233.82876586914062, 231.60556030273438, 241.116455078125, 235.44549560546875, 250.3081512451172, 231.46588134765625, 233.82876586914062, 241.116455078125, 213.64158630371094, 230.4217987060547, 212.5904541015625, 217.85560607910156, 219.57394409179688, 211.4455108642578, 234.49595642089844, 238.1686553955078, 220.96337890625, 208.6054229736328, 213.4420166015625, 241.116455078125, 186.59915161132812, 216.18325805664062, 230.4217987060547, 184.09622192382812, 234.89193725585938, 206.70822143554688, 225.520263671875, 215.7639617919922, 230.4217987060547, 184.12225341796875, 241.116455078125, 202.5347900390625, 185.98004150390625]"
66,"[71.48307037353516, 75.62145233154297, 74.32879638671875, 75.28118133544922, 72.300048828125, 70.62979888916016, 72.04546356201172, 68.71267700195312, 71.9435806274414, 70.77659606933594, 72.39553833007812, 71.89961242675781, 72.300048828125, 72.300048828125, 70.21754455566406, 71.9435806274414, 69.7936782836914, 69.80802154541016, 67.80746459960938, 69.6648941040039, 72.300048828125, 72.300048828125, 69.77498626708984, 72.300048828125, 72.300048828125, 71.9435806274414, 72.300048828125, 72.300048828125, 69.77498626708984, 72.300048828125, 68.26129150390625, 67.3108901977539, 72.300048828125, 72.39553833007812, 65.51560974121094, 72.300048828125, 69.77498626708984, 71.89961242675781, 69.6648941040039]","[254.8436279296875, 356.65594482421875, 270.6021728515625, 272.7552490234375, 289.56646728515625, 263.63714599609375, 227.996826171875, 274.956298828125, 243.5109405517578, 224.40643310546875, 227.9788360595703, 221.35836791992188, 280.687744140625, 280.687744140625, 250.273193359375, 246.97386169433594, 217.7045135498047, 217.5330810546875, 195.01405334472656, 207.54959106445312, 280.687744140625, 284.73638916015625, 246.70220947265625, 280.687744140625, 280.687744140625, 246.97386169433594, 280.687744140625, 280.687744140625, 246.70220947265625, 280.687744140625, 237.83836364746094, 186.0963134765625, 284.73638916015625, 227.9788360595703, 211.89683532714844, 280.687744140625, 241.49917602539062, 221.35836791992188, 207.54959106445312]"
67,"[65.96495056152344, 68.74720001220703, 72.5652084350586, 74.18583679199219, 65.52638244628906, 70.00122833251953, 71.27452087402344, 70.51840209960938, 67.69376373291016, 65.52638244628906, 70.00122833251953, 63.703182220458984, 71.16099548339844, 65.71852111816406, 65.52638244628906, 67.69376373291016, 63.45998001098633, 67.70387268066406, 67.69376373291016, 68.34893798828125, 63.45998001098633, 68.34893798828125, 71.27452087402344, 65.71852111816406, 67.29475402832031, 63.703182220458984, 65.71852111816406, 65.95379638671875, 63.6519775390625, 63.45998001098633, 67.70387268066406, 70.6175765991211, 65.71852111816406, 66.12944030761719, 67.29475402832031, 71.27452087402344, 65.95379638671875, 63.6519775390625, 67.69376373291016, 66.12944030761719, 69.02725219726562, 68.37960052490234]","[233.6088409423828, 309.2959289550781, 253.1106719970703, 260.472412109375, 240.0186004638672, 224.8112030029297, 237.86383056640625, 264.18792724609375, 242.69558715820312, 243.55633544921875, 228.26829528808594, 226.58786010742188, 227.39566040039062, 270.3310241699219, 243.55633544921875, 242.69558715820312, 234.93234252929688, 207.25204467773438, 239.22039794921875, 213.93479919433594, 234.93234252929688, 216.46621704101562, 241.27206420898438, 274.33258056640625, 233.29586791992188, 226.58786010742188, 270.3310241699219, 220.66461181640625, 186.46298217773438, 229.6170654296875, 212.11614990234375, 243.01629638671875, 270.3310241699219, 187.02342224121094, 230.55862426757812, 237.86383056640625, 217.926513671875, 184.60977172851562, 239.22039794921875, 189.0978240966797, 206.08993530273438, 189.53799438476562]"
68,"[72.1302490234375, 75.50608825683594, 73.18820190429688, 74.18549346923828, 72.1939468383789, 69.4348373413086, 70.88224792480469, 67.56616973876953, 71.95996856689453, 69.58911895751953, 71.2898178100586, 70.7291259765625, 72.1939468383789, 72.1939468383789, 70.48621368408203, 71.95996856689453, 68.60858154296875, 68.69084167480469, 69.22911071777344, 68.5404281616211, 72.1939468383789, 72.1939468383789, 69.81256866455078, 72.1939468383789, 72.1939468383789, 71.95996856689453, 72.1939468383789, 72.1939468383789, 69.81256866455078, 67.09110260009766, 66.18614959716797, 72.1939468383789, 64.42102813720703, 72.1939468383789, 69.81256866455078, 70.7291259765625, 68.5404281616211, 69.81983947753906, 66.70526123046875, 71.2898178100586]","[240.26815795898438, 361.85986328125, 274.0246887207031, 274.5254211425781, 296.2967834472656, 268.0750732421875, 228.38543701171875, 281.33782958984375, 246.83169555664062, 224.80955505371094, 228.35372924804688, 221.76535034179688, 287.2574462890625, 287.2574462890625, 239.66793823242188, 250.28831481933594, 218.12327575683594, 217.91342163085938, 206.8528594970703, 207.95785522460938, 287.2574462890625, 291.4191589355469, 250.11581420898438, 287.2574462890625, 287.2574462890625, 250.28831481933594, 287.2574462890625, 287.2574462890625, 250.11581420898438, 242.1542510986328, 186.5515594482422, 291.4191589355469, 215.25436401367188, 287.2574462890625, 244.92300415039062, 221.76535034179688, 207.95785522460938, 241.72030639648438, 186.51467895507812, 228.35372924804688]"
69,"[72.44436645507812, 75.6506118774414, 76.37496185302734, 81.050537109375, 72.44436645507812, 76.80583953857422, 78.09180450439453, 77.3516616821289, 74.31294250488281, 72.44436645507812, 77.17642974853516, 70.36141204833984, 77.93362426757812, 72.66602325439453, 72.44436645507812, 74.31294250488281, 70.36141204833984, 74.5062026977539, 74.31294250488281, 75.09793090820312, 70.36141204833984, 74.72257995605469, 78.09180450439453, 72.66602325439453, 74.46996307373047, 74.72257995605469, 78.09180450439453, 72.66602325439453, 72.3808364868164, 72.66602325439453, 70.36141204833984, 74.72257995605469, 74.37445831298828, 74.31294250488281, 72.8510513305664, 74.46996307373047, 72.3808364868164, 74.31294250488281, 74.31294250488281, 75.78739929199219, 72.15095520019531, 78.09180450439453, 74.31294250488281]","[247.881591796875, 313.0263671875, 253.8332061767578, 264.4717712402344, 240.29307556152344, 225.52047729492188, 241.2852325439453, 267.5814514160156, 238.617919921875, 243.81393432617188, 226.27772521972656, 241.3914337158203, 228.72921752929688, 270.4697265625, 243.81393432617188, 238.617919921875, 235.2809295654297, 209.82569885253906, 238.617919921875, 215.8020782470703, 235.2809295654297, 211.84194946289062, 244.75396728515625, 274.4608459472656, 231.41104125976562, 209.04367065429688, 241.2852325439453, 270.4697265625, 219.6090087890625, 270.4697265625, 229.99105834960938, 209.04367065429688, 245.0220947265625, 235.13897705078125, 187.48350524902344, 227.97010803222656, 214.43621826171875, 235.13897705078125, 235.13897705078125, 209.459716796875, 189.98455810546875, 241.2852325439453, 235.13897705078125]"
70,"[72.31488037109375, 75.46556091308594, 72.74586486816406, 70.3825912475586, 77.92723083496094, 69.91767883300781, 74.82311248779297, 73.79432678222656, 70.8739013671875, 72.31488037109375, 72.55186462402344, 74.8446273803711, 75.02051544189453, 69.91767883300781, 71.99908447265625, 70.8739013671875, 72.55186462402344, 70.25579071044922, 70.78644561767578, 72.72882843017578, 70.62384033203125, 70.25579071044922, 72.55902862548828, 74.82311248779297, 69.91767883300781, 71.01217651367188, 75.02051544189453, 69.91767883300781, 69.91767883300781, 69.3201904296875, 67.1770248413086, 72.55902862548828, 69.01313018798828, 70.8739013671875, 68.35067749023438, 68.7569808959961, 70.78644561767578, 68.7481689453125, 72.55186462402344, 72.72882843017578, 66.75519561767578, 75.02051544189453, 70.8739013671875, 68.7481689453125]","[239.73992919921875, 261.49346923828125, 254.98822021484375, 228.66671752929688, 261.1824951171875, 232.1807403564453, 242.19915771484375, 263.10125732421875, 242.8736572265625, 235.81011962890625, 246.74386596679688, 240.16934204101562, 254.62997436523438, 228.9641876220703, 235.68118286132812, 242.8736572265625, 246.74386596679688, 214.44224548339844, 227.69790649414062, 219.61392211914062, 218.78030395507812, 220.3456268310547, 222.36074829101562, 235.45523071289062, 232.1807403564453, 224.86387634277344, 251.16912841796875, 228.9641876220703, 228.9641876220703, 215.8368377685547, 187.73731994628906, 219.49661254882812, 217.54779052734375, 239.40855407714844, 185.2499237060547, 209.74266052246094, 231.00108337402344, 214.2407989501953, 246.74386596679688, 209.48501586914062, 187.11947631835938, 251.16912841796875, 239.40855407714844, 209.27593994140625]"
